kp,kd,ki,kp1,kd1,ki1,f1, f2 
4.179185309244548,1.3878796801064723,1.7400885260048886,7.029678927632245,0.478440292920364,1.7147994245210931,0.34285004710535655,0.13866024506752864
6.093950673187221,2.0040696006444687,2.4564711863408744,7.628905767096892,0.46169574506607597,1.350404934223537,0.2915147888969191,0.14988885302719007
8.131727146819845,2.501856516226304,3.0758292275923678,8.109393518619934,0.5436907154062012,0.9881019643297017,0.2771848719842525,0.15834084980131558
8.30076850184981,2.474304406604124,3.079983388385065,8.662135147338471,0.518145650556924,1.003551521198149,0.2536408087349674,0.17322356253496862
5.916140890481977,2.427212590385924,2.413444364374709,7.05693187032389,0.45785627524621425,1.3328899654299953,0.3243129538684771,0.14005653843115587
6.212157445578554,1.9561851700389055,2.4555647755646817,7.697452874928344,0.4590739896401717,1.3815571704294793,0.28826463158572535,0.1521118248555472
5.087761410759162,1.658097739329322,2.069273283215284,7.352711440557729,0.44715089301042416,1.5327698059920705,0.30832573491433257,0.14445998587974232
6.210855874332743,1.9318847393200844,2.450681040642733,7.555940669652199,0.5175496094256902,1.3944611308985002,0.30567775132743713,0.1470755045873111
3.8149845987547257,1.2830376008301831,1.593855747854842,6.963435893784223,0.47361422916294477,1.754196032330555,0.34971954026605456,0.1376061687889947
8.128699255450082,2.579761655664814,3.0687880131370444,8.645811718807646,0.5272600056734077,1.0983014283297234,0.2555224042554923,0.17176036025451324
6.242827201876249,1.9534712339968607,2.4721801723630423,7.7432934101472,0.45150847690982404,1.3133875635222383,0.28446396816854935,0.15372087589873462
3.74865864267887,1.2556094811452685,1.6079574270257035,6.92784651193197,0.4812034049973746,1.7842476436000763,0.35626248896583057,0.1375908100058569
5.6183967456908945,1.8242774778349538,2.2354548951482602,7.6014710237314,0.4814799027915845,1.4790120542629448,0.29805467571523836,0.14764141899790384
8.08346238799482,2.4719547272469455,3.1260639981320364,8.176810201151318,0.5535402718213718,1.120457879730178,0.27689465011734554,0.15969575851631287
7.862658661323007,2.566837651101351,3.1082883451092203,8.461027660643147,0.5276559474621536,0.9723586873310106,0.2610904485264344,0.1661180339652876
7.844788679911483,2.527743952404901,3.1621524906864242,8.434175299383094,0.49372603756556044,0.9968576394757263,0.25837783742548437,0.16927216637038453
7.328577827545447,2.2875352602679726,3.1879283638467943,7.965013606461771,0.5062202149005385,1.3778585041864684,0.28164214701170126,0.15685365782024982
8.118834845948275,2.480412433751305,3.1247130457534147,8.337221238949393,0.5140376248176257,1.0383253069361666,0.26442977914166577,0.16497132560831476
8.279582569020876,2.4382283746980598,3.1343523894323946,8.607205049432483,0.48395284390621235,1.0099755173567668,0.25213453004819203,0.1760318296622543
7.9101704082270174,2.567791247548482,3.081767351614763,8.006538381845226,0.4631959289576708,1.0131728450515778,0.2704715667581438,0.1617388364731905
7.855905521759158,2.5848197722858437,3.056650939761928,8.656718788593116,0.4348426278371818,1.0575938036065338,0.24728046424996894,0.18412750266215314
7.024869671690769,2.242680603741692,3.471082882463531,7.144850097676255,0.9461818969105034,0.9319053728623103,0.4620337532742024,0.1329139632236481
6.894696706502869,2.279419950105027,3.4050842039533693,7.051483139404006,0.943663086370843,1.0274696945203636,0.47599275707170113,0.13205633616433674
3.6974853532897356,1.311729402030538,1.5372623678864505,6.941827487219438,0.49839624125614357,1.792589933930076,0.357932510655489,0.13657744399130622
6.6541346471770115,2.137889825629456,3.6395522673601937,7.1039074195678715,1.1054496566649537,0.7853843718036277,0.5248711794066058,0.1298826760435193
4.18109286359212,1.4246480221848634,1.727525178668881,6.7947987445901195,0.6605391680637642,1.6803019998386457,0.4240086418122843,0.13459110551863032
6.46656629137879,2.1908281510376924,3.544453691437478,6.969373441458608,1.1018202613384402,0.9230845667749852,0.5494193513583647,0.12885184444995995
7.669181473832791,1.7871292576230666,1.8230097397136236,5.691942166086232,1.9319433903649563,0.7014408128370698,1.7470738555894798,0.12150313184588962
7.9092285562574505,2.476684214135038,3.187711152172156,8.638987937974061,0.3644921255276229,1.0703499952947755,0.24698034183718595,0.19773667918680174
5.249776871227143,1.5894724470487587,4.4506552781894895,5.599971235060619,1.8459759941997205,0.5134038218016423,1.7863936013624093,0.11748715509911714
